repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.9189655172413793,0.8790056104026693,0.7135854341736694,0.7581660799654518,0.8610644257703081,"[0.9299719887955182, 0.8151260504201681, 0.7619047619047619, 0.8291316526610644, 0.9131652661064426, 0.9047619047619048, 0.9355742296918768, 0.773109243697479, 0.9019607843137255, 0.84593837535014]"
