repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.876923076923077,0.8640812392918333,0.5142857142857142,0.4951740978427587,0.8133558748943364,"[0.7506339814032121, 0.8207945900253593, 0.8546069315300084, 0.830938292476754, 0.73541842772612, 0.9349112426035503, 0.8165680473372781, 0.7202028740490278, 0.8005071851225697, 0.8689771766694844]"
