repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8313432835820895,0.8593326859440585,0.5897888542748355,0.6016704863640169,0.8677397023191415,"[0.8137763932156454, 0.8470058843890619, 0.8940809968847351, 0.8629283489096573, 0.8431983385254413, 0.9525787469712703, 0.8428521979923848, 0.894773277950848, 0.886465905157494, 0.8397369331948771]"
