repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8741721854304636,0.9370860927152318,0.5,0.46643109540636035,0.8677033492822966,"[0.9134768740031898, 0.8672248803827751, 0.85207336523126, 0.8692185007974481, 0.9218500797448166, 0.886762360446571, 0.9310207336523126, 0.8281499202551833, 0.7898724082934608, 0.817384370015949]"
