repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8463087248322149,0.8542651833551552,0.6047963400236129,0.6293353053847064,0.8939344746162927,"[0.9498229043683588, 0.8609061393152302, 0.8240850059031877, 0.8947018890200708, 0.9050324675324676, 0.890495867768595, 0.8941853600944509, 0.8988341204250295, 0.910271546635183, 0.9110094451003542]"
